genome,KO_number,Modules,median_comparison,TAXAID,pN_pS,order,family,genus,species,SRR,SRR_base,condition
Mitsuokella jalaludinii DSM,K00975,M00854,High,2790634,0.20097201,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K00975,M00854,High,2790634,0.211964799,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K00975,M00854,High,2790634,0.120357024,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.056880109,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.056880109,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.35131832,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.068256131,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.124425238,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.305467252,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.198218562,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.440820845,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873602,SRR873602,Low
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.274920527,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.497700954,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.189600363,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873606,SRR873606,High
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.344274344,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.284400545,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.333435122,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.382846887,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K01586,M00016,High,2790634,0.309131027,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.056880109,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.056880109,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.35131832,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.068256131,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.124425238,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.305467252,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.198218562,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.440820845,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873602,SRR873602,Low
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.274920527,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.497700954,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.189600363,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873606,SRR873606,High
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.344274344,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.284400545,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.333435122,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.382846887,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K01586,M00525,High,2790634,0.309131027,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.056880109,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.056880109,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.35131832,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.068256131,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.124425238,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.305467252,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.198218562,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.440820845,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873602,SRR873602,Low
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.274920527,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.497700954,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.189600363,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873606,SRR873606,High
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.344274344,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.284400545,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.333435122,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.382846887,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K01586,M00526,High,2790634,0.309131027,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.056880109,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.056880109,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.35131832,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.068256131,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.124425238,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.305467252,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.198218562,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.440820845,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873602,SRR873602,Low
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.274920527,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.497700954,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.189600363,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873606,SRR873606,High
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.344274344,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.284400545,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.333435122,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.382846887,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K01586,M00527,High,2790634,0.309131027,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01610,M00003,High,2790634,0.146089399,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01610,M00003,High,2790634,0.168481078,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01610,M00003,High,2790634,0.160822847,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01610,M00003,High,2790634,0.171008294,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01610,M00003,High,2790634,0.159214619,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01610,M00003,High,2790634,0.228264687,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01610,M00003,High,2790634,0.192987417,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01610,M00003,High,2790634,0.172290216,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K01610,M00003,High,2790634,0.183148843,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01624,M00001,High,2790634,0.030468623,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01624,M00001,High,2790634,0.030468623,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01624,M00001,High,2790634,0.108284222,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
Mitsuokella jalaludinii DSM,K01624,M00001,High,2790634,0.030468623,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01624,M00001,High,2790634,0.115175036,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01624,M00001,High,2790634,0.060193288,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01624,M00001,High,2790634,0.200040852,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01624,M00001,High,2790634,0.127910737,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873602,SRR873602,Low
Mitsuokella jalaludinii DSM,K01624,M00001,High,2790634,0.112960132,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01624,M00001,High,2790634,0.136852825,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01624,M00001,High,2790634,0.066447136,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873606,SRR873606,High
Mitsuokella jalaludinii DSM,K01624,M00001,High,2790634,0.081213167,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01624,M00001,High,2790634,0.16033051,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01624,M00001,High,2790634,0.107714305,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01624,M00001,High,2790634,0.111409008,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01624,M00003,High,2790634,0.030468623,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01624,M00003,High,2790634,0.030468623,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01624,M00003,High,2790634,0.108284222,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
Mitsuokella jalaludinii DSM,K01624,M00003,High,2790634,0.030468623,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01624,M00003,High,2790634,0.115175036,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01624,M00003,High,2790634,0.060193288,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01624,M00003,High,2790634,0.200040852,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01624,M00003,High,2790634,0.127910737,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873602,SRR873602,Low
Mitsuokella jalaludinii DSM,K01624,M00003,High,2790634,0.112960132,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01624,M00003,High,2790634,0.136852825,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01624,M00003,High,2790634,0.066447136,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873606,SRR873606,High
Mitsuokella jalaludinii DSM,K01624,M00003,High,2790634,0.081213167,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01624,M00003,High,2790634,0.16033051,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01624,M00003,High,2790634,0.107714305,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01624,M00003,High,2790634,0.111409008,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01624,M00165,High,2790634,0.030468623,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01624,M00165,High,2790634,0.030468623,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01624,M00165,High,2790634,0.108284222,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
Mitsuokella jalaludinii DSM,K01624,M00165,High,2790634,0.030468623,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01624,M00165,High,2790634,0.115175036,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01624,M00165,High,2790634,0.060193288,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01624,M00165,High,2790634,0.200040852,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01624,M00165,High,2790634,0.127910737,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873602,SRR873602,Low
Mitsuokella jalaludinii DSM,K01624,M00165,High,2790634,0.112960132,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01624,M00165,High,2790634,0.136852825,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01624,M00165,High,2790634,0.066447136,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873606,SRR873606,High
Mitsuokella jalaludinii DSM,K01624,M00165,High,2790634,0.081213167,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01624,M00165,High,2790634,0.16033051,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01624,M00165,High,2790634,0.107714305,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01624,M00165,High,2790634,0.111409008,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01689,M00001,High,2790634,0.144300827,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
Mitsuokella jalaludinii DSM,K01689,M00001,High,2790634,0.021851268,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01689,M00001,High,2790634,0.076479438,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01689,M00001,High,2790634,0.125376128,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01689,M00001,High,2790634,0.134603811,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01689,M00001,High,2790634,0.142409989,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873602,SRR873602,Low
Mitsuokella jalaludinii DSM,K01689,M00001,High,2790634,0.168039329,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01689,M00001,High,2790634,0.14749606,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01689,M00001,High,2790634,0.152958877,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873606,SRR873606,High
Mitsuokella jalaludinii DSM,K01689,M00001,High,2790634,0.176858701,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01689,M00001,High,2790634,0.106607702,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01689,M00001,High,2790634,0.125966134,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01689,M00001,High,2790634,0.150275388,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K01689,M00001,High,2790634,0.112706541,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01689,M00003,High,2790634,0.144300827,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
Mitsuokella jalaludinii DSM,K01689,M00003,High,2790634,0.021851268,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873598,SRR873598,Low
Mitsuokella jalaludinii DSM,K01689,M00003,High,2790634,0.076479438,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873599,SRR873599,Low
Mitsuokella jalaludinii DSM,K01689,M00003,High,2790634,0.125376128,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873600,SRR873600,Low
Mitsuokella jalaludinii DSM,K01689,M00003,High,2790634,0.134603811,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873601,SRR873601,Low
Mitsuokella jalaludinii DSM,K01689,M00003,High,2790634,0.142409989,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873602,SRR873602,Low
Mitsuokella jalaludinii DSM,K01689,M00003,High,2790634,0.168039329,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873604,SRR873604,High
Mitsuokella jalaludinii DSM,K01689,M00003,High,2790634,0.14749606,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873605,SRR873605,High
Mitsuokella jalaludinii DSM,K01689,M00003,High,2790634,0.152958877,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873606,SRR873606,High
Mitsuokella jalaludinii DSM,K01689,M00003,High,2790634,0.176858701,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873607,SRR873607,High
Mitsuokella jalaludinii DSM,K01689,M00003,High,2790634,0.106607702,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873608,SRR873608,High
Mitsuokella jalaludinii DSM,K01689,M00003,High,2790634,0.125966134,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873609,SRR873609,High
Mitsuokella jalaludinii DSM,K01689,M00003,High,2790634,0.150275388,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873610,SRR873610,High
Mitsuokella jalaludinii DSM,K01689,M00003,High,2790634,0.112706541,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR1206671,SRR1206671,High
Mitsuokella jalaludinii DSM,K01714,M00016,High,2790634,0.057473026,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873595,SRR873595,Low
Mitsuokella jalaludinii DSM,K01714,M00016,High,2790634,0.057473026,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873596,SRR873596,Low
Mitsuokella jalaludinii DSM,K01714,M00016,High,2790634,0.170290447,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,SRR873597,SRR873597,Low
